severity,event_id,market,symbol,event_time,event_type_l2,title,event_text,quality_flags
high,seed_cn_002760_event_8179e8b041,CN,002760,2025-12-18,公司指引上调/下调,凤形股份:关于本次交易相关主体不存在《上市公司监管指引第7号——上市公司重大资产重组相关股票异常交易监管》第十二条及《深圳证券交易所上市公司自律监管指引第8号——重大资产重组》第三十条规定情形的说明(1),凤形股份:关于本次交易相关主体不存在《上市公司监管指引第7号——上市公司重大资产重组相关股票异常交易监管》第十二条及《深圳证券交易所上市公司自律监管指引第8号——重大资产重组》第三十条规定情形的说明(1) | 002760 凤形股份 · 专项说明/独立意见,只有标题/正文过短 | 缺少可定向量化值 | event_type与正文语义错配
medium,seed_cn_002761_event_be08c70c76,CN,002761,2025-12-12,并购/分拆/再融资,浙江建投:关于深圳证券交易所并购重组审核委员会审核意见落实函的回复公告,浙江建投:关于深圳证券交易所并购重组审核委员会审核意见落实函的回复公告 | 002761 浙江建投 · 保荐/核查意见,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_002783_event_55b46f292e,CN,002783,2025-07-09,财报超预期/不及预期,凯龙股份:2025年半年度业绩预告,凯龙股份:2025年半年度业绩预告 | 002783 凯龙股份 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_002800_event_72ab14952c,CN,002800,2025-08-08,财报超预期/不及预期,天顺股份:2025年半年度业绩预告修正公告,天顺股份:2025年半年度业绩预告修正公告 | 002800 天顺股份 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_002843_event_e30b1661bb,CN,002843,2025-01-07,财报超预期/不及预期,泰嘉股份:2024年度业绩预告,泰嘉股份:2024年度业绩预告 | 002843 泰嘉股份 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_002918_event_a2d7a65e62,CN,002918,2025-07-12,财报超预期/不及预期,蒙娜丽莎:2025年半年度业绩预告,蒙娜丽莎:2025年半年度业绩预告 | 002918 蒙娜丽莎 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_003013_event_bfe9662442,CN,003013,2025-06-27,财报超预期/不及预期,4-1本次重大资产重组涉及的拟购买资产最近两年及一期的财务报告和审计报告(确实无法提供的，应当说明原因及相关资产的财务状况和经营成果)(申报稿)(广州地铁设计研究院股份有限公司),4-1本次重大资产重组涉及的拟购买资产最近两年及一期的财务报告和审计报告(确实无法提供的，应当说明原因及相关资产的财务状况和经营成果)(申报稿)(广州地铁设计研究院股份有限公司) | 003013 地铁设计 · 深主板并购重组审计报告,缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_300014_event_76c07879a5,CN,300014,2026-04-08,财报超预期/不及预期,亿纬锂能:2026年第一季度业绩预告,亿纬锂能:2026年第一季度业绩预告 | 300014 亿纬锂能 · 业绩预告,只有标题/正文过短 | 财报缺核心字段
high,seed_cn_300015__4afa07b1c2,CN,300015,2024-01-18,财报超预期/不及预期,中国三季报业绩快报汇总,半年报综述 | 公告 预期:机构 前值:上年同期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_300015__88d039e218,CN,300015,2024-12-07,财报超预期/不及预期,中国一季报业绩预告集中披露,创/科板预告 | 公告 预期:无一致 前值:前期,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_300015__c467396ab0,CN,300015,2024-04-01,财报超预期/不及预期,中国创业板/科创板业绩预告密集披露,三季报 | 公告 预期:市场 前值:上期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_300015__d236d7f694,CN,300015,2024-07-01,财报超预期/不及预期,中国A股年报季上市公司业绩快报汇总,半年报综述 | 公告 预期:机构 前值:上年同期,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_300046_event_0b68e68a2b,CN,300046,2026-01-23,财报超预期/不及预期,台基股份:2025年度业绩预告,台基股份:2025年度业绩预告 | 300046 台基股份 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
high,seed_cn_300059__244815425b,CN,300059,2024-07-01,并购/分拆/再融资,中国上市公司定增/可转债/配股再融资公告,分拆上市 | 公告 预期:市场 前值:前期,模板/占位字段 | 只有标题/正文过短
medium,seed_cn_300059__2a68816092,CN,300059,2024-10-27,并购/分拆/再融资,中国上市公司重大资产重组预案公告,重组委 | 交易所 预期:会前一致 前值:过往批次,只有标题/正文过短 | 并购缺交易实体/动作
high,seed_cn_300059__514fdeb794,CN,300059,2024-01-13,并购/分拆/再融资,中国上市公司重大资产重组预案公告,分拆上市 | 公告 预期:市场 前值:前期,模板/占位字段 | 只有标题/正文过短
medium,seed_cn_300059__57e96f6e84,CN,300059,2024-04-01,并购/分拆/再融资,中国上市公司定增/可转债/配股再融资公告,发股购买 | 公告 预期:一致 前值:上次,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_300062_event_86121c0a04,CN,300062,2025-12-30,并购/分拆/再融资,中能电气:关于终止重大资产重组的提示性公告,中能电气:关于终止重大资产重组的提示性公告 | 300062 中能电气 · 重组进展公告,只有标题/正文过短 | 并购缺交易实体/动作
high,seed_cn_300069_event_68fa914555,CN,300069,2026-05-20,公司指引上调/下调,金利华电:董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明,金利华电:董事会关于本次交易符合《上市公司监管指引第9号——上市公司筹划和实施重大资产重组的监管要求》第四条规定的说明 | 300069 金利华电 · 专项说明/独立意见,只有标题/正文过短 | 缺少可定向量化值 | event_type与正文语义错配
medium,seed_cn_300118_event_77869b9be6,CN,300118,2026-01-26,财报超预期/不及预期,东方日升:2025年度业绩预告,东方日升:2025年度业绩预告 | 300118 东方日升 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_300126_event_e5b834bdc6,CN,300126,2025-03-14,财报超预期/不及预期,锐奇股份:2024年度业绩快报,锐奇股份:2024年度业绩快报 | 300126 锐奇股份 · 业绩快报,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_300174_event_7200e62932,CN,300174,2026-05-29,财报超预期/不及预期,4-1本次重大资产重组涉及的拟购买资产最近两年及一期的财务报告和审计报告(确实无法提供的，应当说明原因及相关资产的财务状况和经营成果)(申报稿)(福建元力活性炭股份有限公司),4-1本次重大资产重组涉及的拟购买资产最近两年及一期的财务报告和审计报告(确实无法提供的，应当说明原因及相关资产的财务状况和经营成果)(申报稿)(福建元力活性炭股份有限公司) | 300174 元力股份 · 创业板重大资产重组审计报告申报稿,财报缺核心字段
high,seed_cn_300237_event_e30f885a9b,CN,300237,2025-04-22,公司指引上调/下调,美晨科技:关于本次重大资产出售相关主体不存在《上市公司监管指引第7——上市公司重大资产重组相关股票异常交易监管》第十二条以及《深圳证券交易所上市公司自律监管指引第8号——重大资产重组》第三十条规定的不得参与任何上市公司重大资产重组情形的说明,美晨科技:关于本次重大资产出售相关主体不存在《上市公司监管指引第7——上市公司重大资产重组相关股票异常交易监管》第十二条以及《深圳证券交易所上市公司自律监管指引第8号——重大资产重组》第三十条规定的不得参与任何上市公司重大资产重组情形的说明 | 300237 ST美晨 · 专项说明/独立意见,只有标题/正文过短 | 缺少可定向量化值 | event_type与正文语义错配
medium,seed_cn_300253_event_fb9e5521ee,CN,300253,2026-01-14,财报超预期/不及预期,卫宁健康:关于2025年年度业绩预告的提示性公告,卫宁健康:关于2025年年度业绩预告的提示性公告 | 300253 卫宁健康 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_300256_event_f60ae56618,CN,300256,2026-01-29,财报超预期/不及预期,星星科技:2025年度业绩预告,星星科技:2025年度业绩预告 | 300256 星星科技 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_300260_event_e92120f796,CN,300260,2025-10-28,财报超预期/不及预期,新莱应材:新莱应材2025年三季报业绩交流会20251027,新莱应材:新莱应材2025年三季报业绩交流会20251027 | 300260 新莱应材 · 调研活动,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_300268_event_8c0bd9bc87,CN,300268,2025-04-25,并购/分拆/再融资,*ST佳沃:关于重大资产重组的一般性风险提示公告,*ST佳沃:关于重大资产重组的一般性风险提示公告 | 300268 佳沃食品 · 重组进展公告,只有标题/正文过短 | 并购缺交易实体/动作
high,seed_cn_300274__323c57e068,CN,300274,2024-04-01,并购/分拆/再融资,中国上市公司定增/可转债/配股再融资公告,分拆上市 | 公告 预期:市场 前值:前期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_300274__444951b017,CN,300274,2024-01-28,并购/分拆/再融资,中国上市公司定增/可转债/配股再融资公告,分拆上市 | 公告 预期:市场 前值:前期,模板/占位字段 | 只有标题/正文过短
high,seed_cn_300274__5fc4a35675,CN,300274,2024-12-10,并购/分拆/再融资,中国A股并购重组委审议公告,定增/转债/配股 | 公告 预期:机构 前值:历史,模板/占位字段 | 只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_300274__911fc24663,CN,300274,2024-07-01,并购/分拆/再融资,中国上市公司分拆子公司上市公告,重组委 | 交易所 预期:会前一致 前值:过往批次,只有标题/正文过短 | 并购缺交易实体/动作
medium,seed_cn_300289_event_67d9e58ff2,CN,300289,2025-07-30,并购/分拆/再融资,利德曼:关于筹划重大资产重组暨签署投资框架协议的提示性公告,利德曼:关于筹划重大资产重组暨签署投资框架协议的提示性公告 | 300289 利德曼 · 签订协议,只有标题/正文过短 | 并购缺交易实体/动作
high,seed_cn_300308__17006b634a,CN,300308,2024-07-01,公司指引上调/下调,中国投资者关系活动记录表(含业绩指引),年度目标 | 公告 预期:市场 前值:前年度,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_300308__35f3e35042,CN,300308,2024-10-20,公司指引上调/下调,中国上市公司年度经营目标公告,半年展望 | 公告 预期:机构 前值:历史,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
high,seed_cn_300308__af459e46fd,CN,300308,2024-01-18,公司指引上调/下调,中国半年度业绩展望公告,半年展望 | 公告 预期:机构 前值:历史,模板/占位字段 | 只有标题/正文过短 | 缺少可定向量化值
medium,seed_cn_300308__f770b0b2db,CN,300308,2024-04-01,公司指引上调/下调,中国投资者关系活动记录表(含业绩指引),投关记录 | 原文 预期:无 前值:无,只有标题/正文过短 | 缺少可定向量化值
medium,seed_cn_300363_event_33286877c4,CN,300363,2025-10-13,财报超预期/不及预期,博腾股份:2025年前三季度业绩预告,博腾股份:2025年前三季度业绩预告 | 300363 博腾股份 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
medium,seed_cn_300371_event_419d9bdd76,CN,300371,2025-07-09,财报超预期/不及预期,汇中股份:2025年半年度业绩预告,汇中股份:2025年半年度业绩预告 | 300371 汇中股份 · 业绩预告,只有标题/正文过短 | 缺少可定向量化值 | 财报缺核心字段
